Thn,Bln,Tgl,31710101a,31710102a,31710601a,31710701a,31710702a,31720101a,31720102a,31720301a,31720401a,31720601a,31730201a,31730501a,31740101a,31740201a,31740401a,31740402a,31740601a,31740701a,31740901a,31740902a,31741001a,31750201a,31750802a,31751001a
2002,2,14,,,,,,,,,0,,,,,,,,,9999,,,,,30.4,
2002,2,15,,,,,,,,,0,,,,,,,,,9999,,,,,8888,
2002,2,16,,,,,,,,,0,,,,,,,,,9999,,,,,39,
2002,2,17,,,,,,,,,0,,,,,,,,,9999,,,,,0.8,
2002,2,18,,,,,,,,,25,,,,,,,,,9999,,,,,13,
2002,2,19,,,,,,,,,15,,,,,,,,,9999,,,,,39.5,
2002,2,20,,,,,,,,,0,,,,,,,,,9999,,,,,17.4,
2002,2,21,,,,,,,,,10,,,,,,,,,9999,,,,,17.9,
2002,2,22,,,,,,,,,15,,,,,,,,,9999,,,,,3.4,
2002,2,23,,,,,,,,,20,,,,,,,,,9999,,,,,1.8,
2002,2,24,,,,,,,,,0,,,,,,,,,9999,,,,,4,
2002,2,25,,,,,,,,,0,,,,,,,,,9999,,,,,0.1,
2002,2,26,,,,,,,,,0,,,,,,,,,9999,,,,,0.1,
2002,2,27,,,,,,,,,0,,,,,,,,,9999,,,,,8888,
2002,2,28,,,,,,,,,0,,,,,,,,,9999,,,,,32,
2002,3,1,,,,,,,,,0,,,,,,,,,9999,,,,,79.1,
2002,3,2,,,,,,,,,0,,,,,,,,,9999,,,,,0.1,
2002,3,3,,,,,,,,,0,,,,,,,,,9999,,,,,0.1,
2002,3,4,,,,,,,,,0,,,,,,,,,9999,,,,,14.9,
2002,3,5,,,,,,,,,0,,,,,,,,,9999,,,,,6.2,
2002,3,6,,,,,,,,,0,,,,,,,,,9999,,,,,0.1,
2002,3,7,,,,,,,,,0,,,,,,,,,9999,,,,,1.8,
2002,3,8,,,,,,,,,0,,,,,,,,,9999,,,,,11.4,
2002,3,9,,,,,,,,,0,,,,,,,,,9999,,,,,0.1,
2002,3,10,,,,,,,,,0,,,,,,,,,9999,,,,,0.1,
2002,3,11,,,,,,,,,0,,,,,,,,,9999,,,,,0.2,
2002,3,12,,,,,,,,,0,,,,,,,,,9999,,,,,69,
2002,3,13,,,,,,,,,0,,,,,,,,,9999,,,,,0.2,
2002,3,14,,,,,,,,,0,,,,,,,,,9999,,,,,0.1,
2002,3,15,,,,,,,,,0,,,,,,,,,9999,,,,,0.1,
2002,3,16,,,,,,,,,0,,,,,,,,,9999,,,,,0.1,
2002,3,17,,,,,,,,,0,,,,,,,,,9999,,,,,0.1,
2002,3,18,,,,,,,,,0,,,,,,,,,9999,,,,,12.9,
2002,3,19,,,,,,,,,0,,,,,,,,,9999,,,,,75.9,
2002,3,20,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,3,21,,,,,,,,,0,,,,,,,,,9999,,,,,11.7,
2002,3,22,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,3,23,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,3,24,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,3,25,,,,,,,,,0,,,,,,,,,9999,,,,,33,
2002,3,26,,,,,,,,,0,,,,,,,,,9999,,,,,20.4,
2002,3,27,,,,,,,,,0,,,,,,,,,9999,,,,,30.7,
2002,3,28,,,,,,,,,0,,,,,,,,,9999,,,,,2.8,
2002,3,29,,,,,,,,,0,,,,,,,,,9999,,,,,22.6,
2002,3,30,,,,,,,,,0,,,,,,,,,9999,,,,,42.6,
2002,3,31,,,,,,,,,0,,,,,,,,,9999,,,,,11.7,
2002,4,1,,,,,,,,,0,,,,,,,,,9999,,,,,0.2,
2002,4,2,,,,,,,,,0,,,,,,,,,9999,,,,,33.4,
2002,4,3,,,,,,,,,0,,,,,,,,,9999,,,,,1.2,
2002,4,4,,,,,,,,,0,,,,,,,,,9999,,,,,8888,
2002,4,5,,,,,,,,,0,,,,,,,,,9999,,,,,14.3,
2002,4,6,,,,,,,,,0,,,,,,,,,9999,,,,,98.8,
2002,4,7,,,,,,,,,0,,,,,,,,,9999,,,,,4.3,
2002,4,8,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,4,9,,,,,,,,,0,,,,,,,,,9999,,,,,49.2,
2002,4,10,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,4,11,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,4,12,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,4,13,,,,,,,,,0,,,,,,,,,9999,,,,,44.4,
2002,4,14,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,4,15,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,4,16,,,,,,,,,0,,,,,,,,,9999,,,,,62.1,
2002,4,17,,,,,,,,,0,,,,,,,,,9999,,,,,5.3,
2002,4,18,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,4,19,,,,,,,,,0,,,,,,,,,9999,,,,,8.4,
2002,4,20,,,,,,,,,0,,,,,,,,,9999,,,,,8888,
2002,4,21,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,4,22,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,4,23,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,4,24,,,,,,,,,0,,,,,,,,,9999,,,,,1.4,
2002,4,25,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,4,26,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,4,27,,,,,,,,,0,,,,,,,,,9999,,,,,2.3,
2002,4,28,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,4,29,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,4,30,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,5,1,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,5,2,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,5,3,,,,,,,,,0,,,,,,,,,9999,,,,,8888,
2002,5,4,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,5,5,,,,,,,,,0,,,,,,,,,9999,,,,,0.2,
2002,5,6,,,,,,,,,0,,,,,,,,,9999,,,,,53.1,
2002,5,7,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,5,8,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,5,9,,,,,,,,,0,,,,,,,,,9999,,,,,11.3,
2002,5,10,,,,,,,,,0,,,,,,,,,9999,,,,,3.4,
2002,5,11,,,,,,,,,0,,,,,,,,,9999,,,,,11,
2002,5,12,,,,,,,,,0,,,,,,,,,9999,,,,,1.2,
2002,5,13,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,5,14,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,5,15,,,,,,,,,0,,,,,,,,,9999,,,,,5.2,
2002,5,16,,,,,,,,,0,,,,,,,,,9999,,,,,23,
2002,5,17,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,5,18,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,5,19,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,5,20,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,5,21,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,5,22,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,5,23,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,5,24,,,,,,,,,0,,,,,,,,,9999,,,,,3,
2002,5,25,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,5,26,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,5,27,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,5,28,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,5,29,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,5,30,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,5,31,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,1,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,2,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,3,,,,,,,,,0,,,,,,,,,9999,,,,,11,
2002,6,4,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,5,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,6,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,7,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,8,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,9,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,10,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,11,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,12,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,13,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,14,,,,,,,,,0,,,,,,,,,9999,,,,,2.4,
2002,6,15,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,16,,,,,,,,,0,,,,,,,,,9999,,,,,8888,
2002,6,17,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,18,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,19,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,20,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,21,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,22,,,,,,,,,0,,,,,,,,,9999,,,,,3,
2002,6,23,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,24,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,25,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,26,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,27,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,28,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,29,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,6,30,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,7,1,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,7,2,,,,,,,,,88,,,,,,,,,9999,,,,,0,
2002,7,3,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,7,4,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,7,5,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,7,6,,,,,,,,,0,,,,,,,,,9999,,,,,21.8,
2002,7,7,,,,,,,,,48,,,,,,,,,9999,,,,,0,
2002,7,8,,,,,,,,,0,,,,,,,,,9999,,,,,4.8,
2002,7,9,,,,,,,,,0,,,,,,,,,9999,,,,,2.2,
2002,7,10,,,,,,,,,3,,,,,,,,,9999,,,,,0,
2002,7,11,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,7,12,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,7,13,,,,,,,,,0,,,,,,,,,9999,,,,,22.3,
2002,7,14,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,7,15,,,,,,,,,29,,,,,,,,,9999,,,,,22.4,
2002,7,16,,,,,,,,,0,,,,,,,,,9999,,,,,3.1,
2002,7,17,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,7,18,,,,,,,,,0,,,,,,,,,9999,,,,,17.4,
2002,7,19,,,,,,,,,0,,,,,,,,,9999,,,,,8888,
2002,7,20,,,,,,,,,0,,,,,,,,,9999,,,,,0.6,
2002,7,21,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,7,22,,,,,,,,,20,,,,,,,,,9999,,,,,0,
2002,7,23,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,7,24,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,7,25,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,7,26,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,7,27,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,7,28,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,7,29,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,7,30,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,7,31,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,1,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,2,,,,,,,,,0,,,,,,,,,9999,,,,,8888,
2002,8,3,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,4,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,5,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,6,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,7,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,8,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,9,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,10,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,11,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,12,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,13,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,14,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,15,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,16,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,17,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,18,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,19,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,20,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,21,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,22,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,23,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,24,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,25,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,26,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,27,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,28,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,29,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,30,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,8,31,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,1,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,2,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,3,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,4,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,5,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,6,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,7,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,8,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,9,,,,,,,,,0,,,,,,,,,9999,,,,,8888,
2002,9,10,,,,,,,,,8.5,,,,,,,,,9999,,,,,0,
2002,9,11,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,12,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,13,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,14,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,15,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,16,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,17,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,18,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,19,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,20,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,21,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,22,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,23,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,24,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,25,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,26,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,27,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,28,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,9,29,,,,,,,,,0,,,,,,,,,9999,,,,,2,
2002,9,30,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,1,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,2,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,3,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,4,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,5,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,6,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,7,,,,,,,,,0,,,,,,,,,9999,,,,,15.3,
2002,10,8,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,9,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,10,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,11,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,12,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,13,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,14,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,15,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,16,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,17,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,18,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,19,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,20,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,21,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,22,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,23,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,24,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,25,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,26,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,27,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,28,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,29,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,30,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,10,31,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,11,1,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,11,2,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,11,3,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,11,4,,,,,,,,,0,,,,,,,,,9999,,,,,1.7,
2002,11,5,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,11,6,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,11,7,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,11,8,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,11,9,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,11,10,,,,,,,,,0,,,,,,,,,9999,,,,,5.4,
2002,11,11,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,11,12,,,,,,,,,19,,,,,,,,,9999,,,,,0,
2002,11,13,,,,,,,,,0,,,,,,,,,9999,,,,,40.5,
2002,11,14,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,11,15,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,11,16,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,11,17,,,,,,,,,0,,,,,,,,,9999,,,,,8888,
2002,11,18,,,,,,,,,0,,,,,,,,,9999,,,,,2.4,
2002,11,19,,,,,,,,,8,,,,,,,,,9999,,,,,8888,
2002,11,20,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,11,21,,,,,,,,,0,,,,,,,,,9999,,,,,8888,
2002,11,22,,,,,,,,,0,,,,,,,,,9999,,,,,42.2,
2002,11,23,,,,,,,,,0,,,,,,,,,9999,,,,,8,
2002,11,24,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,11,25,,,,,,,,,9,,,,,,,,,9999,,,,,11.2,
2002,11,26,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,11,27,,,,,,,,,0,,,,,,,,,9999,,,,,17,
2002,11,28,,,,,,,,,0,,,,,,,,,9999,,,,,0.2,
2002,11,29,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,11,30,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,12,1,,,,,,,,,0,,,,,,,,,9999,,,,,45,
2002,12,2,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,12,3,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,12,4,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,12,5,,,,,,,,,0,,,,,,,,,9999,,,,,2.4,
2002,12,6,,,,,,,,,0,,,,,,,,,9999,,,,,50.6,
2002,12,7,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,12,8,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,12,9,,,,,,,,,0,,,,,,,,,9999,,,,,8888,
2002,12,10,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,12,11,,,,,,,,,0,,,,,,,,,9999,,,,,8888,
2002,12,12,,,,,,,,,0,,,,,,,,,9999,,,,,9.4,
2002,12,13,,,,,,,,,0,,,,,,,,,9999,,,,,11.7,
2002,12,14,,,,,,,,,20.5,,,,,,,,,9999,,,,,9,
2002,12,15,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,12,16,,,,,,,,,0,,,,,,,,,9999,,,,,7.7,
2002,12,17,,,,,,,,,6.5,,,,,,,,,9999,,,,,0,
2002,12,18,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,12,19,,,,,,,,,15,,,,,,,,,9999,,,,,8888,
2002,12,20,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,12,21,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,12,22,,,,,,,,,0,,,,,,,,,9999,,,,,9.2,
2002,12,23,,,,,,,,,10.5,,,,,,,,,9999,,,,,8888,
2002,12,24,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,12,25,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,12,26,,,,,,,,,0,,,,,,,,,9999,,,,,41.7,
2002,12,27,,,,,,,,,0,,,,,,,,,9999,,,,,1.6,
2002,12,28,,,,,,,,,13,,,,,,,,,9999,,,,,0,
2002,12,29,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,12,30,,,,,,,,,0,,,,,,,,,9999,,,,,0,
2002,12,31,,,,,,,,,5,,,,,,,,,9999,,,,,22.4,
2003,1,1,,,,,,,,,0,,,,,,,,,9999,,,28,,0,
2003,1,2,,,,,,,,,0,,,,,,,,,9999,,,0,,8888,
2003,1,3,,,,,,,,,0,,,,,,,,,9999,,,0,,6,
2003,1,4,,,,,,,,,0,,,,,,,,,9999,,,0,,2.6,
2003,1,5,,,,,,,,,0,,,,,,,,,9999,,,0,,11,
2003,1,6,,,,,,,,,0,,,,,,,,,9999,,,20,,17.7,
2003,1,7,,,,,,,,,0,,,,,,,,,9999,,,20,,0,
2003,1,8,,,,,,,,,0,,,,,,,,,9999,,,2,,0,
2003,1,9,,,,,,,,,0,,,,,,,,,9999,,,0,,0,
2003,1,10,,,,,,,,,0,,,,,,,,,9999,,,0,,0,
2003,1,11,,,,,,,,,0,,,,,,,,,9999,,,0,,0,
2003,1,12,,,,,,,,,21,,,,,,,,,9999,,,0,,0,
2003,1,13,,,,,,,,,0,,,,,,,,,9999,,,0,,0,
2003,1,14,,,,,,,,,0,,,,,,,,,9999,,,0,,0,
2003,1,15,,,,,,,,,10,,,,,,,,,9999,,,0,,0,
2003,1,16,,,,,,,,,0,,,,,,,,,9999,,,0,,0,
2003,1,17,,,,,,,,,0,,,,,,,,,9999,,,0,,0,
2003,1,18,,,,,,,,,0,,,,,,,,,9999,,,0,,0,
2003,1,19,,,,,,,,,9.5,,,,,,,,,9999,,,0,,0,
2003,1,20,,,,,,,,,0,,,,,,,,,9999,,,0,,0,
2003,1,21,,,,,,,,,0,,,,,,,,,9999,,,0,,10,
2003,1,22,,,,,,,,,0,,,,,,,,,9999,,,33,,6,
2003,1,23,,,,,,,,,0,,,,,,,,,9999,,,0,,46,
2003,1,24,,,,,,,,,25,,,,,,,,,9999,,,14,,0.2,
2003,1,25,,,,,,,,,0,,,,,,,,,9999,,,0,,8888,
2003,1,26,,,,,,,,,0,,,,,,,,,9999,,,0,,0.3,
2003,1,27,,,,,,,,,0,,,,,,,,,9999,,,0,,1.6,
2003,1,28,,,,,,,,,0,,,,,,,,,9999,,,13,,25.2,
2003,1,29,,,,,,,,,0,,,,,,,,,9999,,,15,,8888,
2003,1,30,,,,,,,,,10.5,,,,,,,,,9999,,,0,,1.2,
2003,1,31,,,,,,,,,15,,,,,,,,,9999,,,3,,15.5,
2003,2,1,,,,,,,,,15,,,,,,,,,9999,,,82,,6.2,
2003,2,2,,,,,,,,,35,,,,,,,,,9999,,,2,,8888,
2003,2,3,,,,,,,,,55,,,,,,,,,9999,,,20,,5.4,
2003,2,4,,,,,,,,,0,,,,,,,,,9999,,,15,,71.7,
2003,2,5,,,,,,,,,28,,,,,,,,,9999,,,41,,0.5,
2003,2,6,,,,,,,,,24,,,,,,,,,9999,,,1,,5.8,
2003,2,7,,,,,,,,,75,,,,,,,,,9999,,,6,,13.8,
2003,2,8,,,,,,,,,19,,,,,,,,,9999,,,40,,8888,
2003,2,9,,,,,,,,,25,,,,,,,,,9999,,,1,,2.2,
2003,2,10,,,,,,,,,16,,,,,,,,,2,,,8,,0.2,
2003,2,11,,,,,,,,,70,,,,,,,,,11,,,14,,1.2,
2003,2,12,,,,,,,,,9,,,,,,,,,1,,,0,,34.3,
2003,2,13,,,,,,,,,90,,,,,,,,,95,,,90,,23.7,
2003,2,14,,,,,,,,,3.4,,,,,,,,,18,,,12,,2.7,
2003,2,15,,,,,,,,,0,,,,,,,,,14,,,0,,0.4,
2003,2,16,,,,,,,,,57,,,,,,,,,0,,,5,,1.7,
2003,2,17,,,,,,,,,37,,,,,,,,,4,,,4,,0.5,
2003,2,18,,,,,,,,,18,,,,,,,,,5,,,3,,10.8,
2003,2,19,,,,,,,,,6.5,,,,,,,,,5,,,4,,3.6,
2003,2,20,,,,,,,,,73.5,,,,,,,,,6,,,8,,2.5,
2003,2,21,,,,,,,,,0,,,,,,,,,4,,,3,,26.1,
2003,2,22,,,,,,,,,0,,,,,,,,,24,,,17,,0.2,
2003,2,23,,,,,,,,,7.5,,,,,,,,,2,,,14,,0,
2003,2,24,,,,,,,,,0,,,,,,,,,2,,,4.5,,0.3,
2003,2,25,,,,,,,,,0,,,,,,,,,2,,,0,,8888,
2003,2,26,,,,,,,,,24,,,,,,,,,0,,,14,,61.3,
2003,2,27,,,,,,,,,8.5,,,,,,,,,72,,,32,,0,
2003,2,28,,,,,,,,,0,,,,,,,,,3,,,0,,2.7,
2003,3,1,,,,,,,,,0,,,,,,,,,3,,,0,,29.3,
2003,3,2,,,,,,,,,21.5,,,,,,,,,3,,,28,,3.3,
2003,3,3,,,,,,,,,0,,,,,,,,,29,,,3,,3,
2003,3,4,,,,,,,,,1.5,,,,,,,,,9,,,2,,0,
2003,3,5,,,,,,,,,0,,,,,,,,,2,,,0,,81.3,
2003,3,6,,,,,,,,,0,,,,,,,,,55,,,3,,16,
2003,3,7,,,,,,,,,0,,,,,,,,,19,,,17,,5,
